Date,Open,High,Low,Close,Adj Close,Volume
2019-06-21,198.8000030517578,200.85000610351562,198.14999389648438,198.77999877929688,197.43484497070312,47735300
2019-06-24,198.5399932861328,200.16000366210938,198.1699981689453,198.5800018310547,197.2362060546875,18220400
2019-06-25,198.42999267578125,199.25999450683594,195.2899932861328,195.57000732421875,194.24658203125,21070300
2019-06-26,197.77000427246094,200.99000549316406,197.35000610351562,199.8000030517578,198.4479522705078,26067500
2019-06-27,200.2899932861328,201.57000732421875,199.57000732421875,199.74000549316406,198.38836669921875,20899700
2019-06-28,198.67999267578125,199.5,197.0500030517578,197.9199981689453,196.58065795898438,31110600
2019-07-01,203.1699981689453,204.49000549316406,200.64999389648438,201.5500030517578,200.1861114501953,27316700
2019-07-02,201.41000366210938,203.1300048828125,201.36000061035156,202.72999572753906,201.3581085205078,16935200
2019-07-03,203.27999877929688,204.44000244140625,202.69000244140625,204.41000366210938,203.02674865722656,11362000
2019-07-05,203.35000610351562,205.0800018310547,202.89999389648438,204.22999572753906,202.84796142578125,17265500
2019-07-08,200.80999755859375,201.39999389648438,198.41000366210938,200.02000427246094,198.6664581298828,25338600
2019-07-09,199.1999969482422,201.50999450683594,198.80999755859375,201.24000549316406,199.8782196044922,20578000
2019-07-10,201.85000610351562,203.72999572753906,201.55999755859375,203.22999572753906,201.854736328125,17897100
2019-07-11,203.30999755859375,204.38999938964844,201.7100067138672,201.75,200.38475036621094,20191800
2019-07-12,202.4499969482422,204.0,202.1999969482422,203.3000030517578,201.9242706298828,17595200
2019-07-15,204.08999633789062,205.8699951171875,204.0,205.2100067138672,203.82135009765625,16947400
2019-07-16,204.58999633789062,206.11000061035156,203.5,204.5,203.1161346435547,16866800
2019-07-17,204.0500030517578,205.08999633789062,203.27000427246094,203.35000610351562,201.9739227294922,14107500
2019-07-18,204.0,205.8800048828125,203.6999969482422,205.66000366210938,204.26829528808594,18582200
2019-07-19,205.7899932861328,206.5,202.36000061035156,202.58999633789062,201.2190704345703,20929300
2019-07-22,203.64999389648438,207.22999572753906,203.61000061035156,207.22000122070312,205.81773376464844,22277900
2019-07-23,208.4600067138672,208.91000366210938,207.2899932861328,208.83999633789062,207.4267578125,18355200
2019-07-24,207.6699981689453,209.14999389648438,207.1699981689453,208.6699981689453,207.2579345703125,14991600
2019-07-25,208.88999938964844,209.24000549316406,206.72999572753906,207.02000427246094,205.6190948486328,13909600
2019-07-26,207.47999572753906,209.72999572753906,207.13999938964844,207.74000549316406,206.33421325683594,17618900
2019-07-29,208.4600067138672,210.63999938964844,208.44000244140625,209.67999267578125,208.26107788085938,21673400
2019-07-30,208.75999450683594,210.16000366210938,207.30999755859375,208.77999877929688,207.36717224121094,33935700
2019-07-31,216.4199981689453,221.3699951171875,211.3000030517578,213.0399932861328,211.59835815429688,69281400
2019-08-01,213.89999389648438,218.02999877929688,206.74000549316406,208.42999267578125,207.01953125,54017900
2019-08-02,205.52999877929688,206.42999267578125,201.6300048828125,204.02000427246094,202.63938903808594,40862100
2019-08-05,197.99000549316406,198.64999389648438,192.5800018310547,193.33999633789062,192.03164672851562,52393000
2019-08-06,196.30999755859375,198.07000732421875,194.0399932861328,197.0,195.66688537597656,35824800
2019-08-07,195.41000366210938,199.55999755859375,193.82000732421875,199.0399932861328,197.69308471679688,33364400
2019-08-08,200.1999969482422,203.52999877929688,199.38999938964844,203.42999267578125,202.05337524414062,27009500
2019-08-09,201.3000030517578,202.75999450683594,199.2899932861328,200.99000549316406,200.3883819580078,24619700
2019-08-12,199.6199951171875,202.0500030517578,199.14999389648438,200.47999572753906,199.87989807128906,22474900
2019-08-13,201.02000427246094,212.13999938964844,200.47999572753906,208.97000122070312,208.34449768066406,47218500
2019-08-14,203.16000366210938,206.44000244140625,202.58999633789062,202.75,202.1431121826172,36547400
2019-08-15,203.4600067138672,205.13999938964844,199.6699981689453,201.74000549316406,201.13613891601562,27227400
2019-08-16,204.27999877929688,207.16000366210938,203.83999633789062,206.5,205.8818817138672,27620400
2019-08-19,210.6199951171875,212.72999572753906,210.02999877929688,210.35000610351562,209.72036743164062,24413600
2019-08-20,210.8800048828125,213.35000610351562,210.32000732421875,210.36000061035156,209.73033142089844,26884300
2019-08-21,212.99000549316406,213.64999389648438,211.60000610351562,212.63999938964844,212.00350952148438,21535400
2019-08-22,213.19000244140625,214.44000244140625,210.75,212.4600067138672,211.8240509033203,22253700
2019-08-23,209.42999267578125,212.0500030517578,201.0,202.63999938964844,202.033447265625,46818000
2019-08-26,205.86000061035156,207.19000244140625,205.05999755859375,206.49000549316406,205.87191772460938,26043600
2019-08-27,207.86000061035156,208.5500030517578,203.52999877929688,204.16000366210938,203.54888916015625,25873300
2019-08-28,204.10000610351562,205.72000122070312,203.32000732421875,205.52999877929688,204.914794921875,15938800
2019-08-29,208.5,209.32000732421875,206.66000366210938,209.00999450683594,208.38436889648438,20990500
2019-08-30,210.16000366210938,210.4499969482422,207.1999969482422,208.74000549316406,208.1151885986328,21143400
2019-09-03,206.42999267578125,206.97999572753906,204.22000122070312,205.6999969482422,205.0842742919922,20023000
2019-09-04,208.38999938964844,209.47999572753906,207.32000732421875,209.19000244140625,208.5638427734375,19188100
2019-09-05,212.0,213.97000122070312,211.50999450683594,213.27999877929688,212.64158630371094,23913700
2019-09-06,214.0500030517578,214.4199981689453,212.50999450683594,213.25999450683594,212.62164306640625,19362300
2019-09-09,214.83999633789062,216.44000244140625,211.07000732421875,214.1699981689453,213.5289306640625,27309400
2019-09-10,213.86000061035156,216.77999877929688,211.7100067138672,216.6999969482422,216.0513458251953,31777900
2019-09-11,218.07000732421875,223.7100067138672,217.72999572753906,223.58999633789062,222.9207305908203,44289600
2019-09-12,224.8000030517578,226.4199981689453,222.86000061035156,223.08999633789062,222.42222595214844,32226700
2019-09-13,220.0,220.7899932861328,217.02000427246094,218.75,218.09521484375,39763300
2019-09-16,217.72999572753906,220.1300048828125,217.55999755859375,219.89999389648438,219.2417755126953,21158100
2019-09-17,219.9600067138672,220.82000732421875,219.1199951171875,220.6999969482422,220.0393829345703,18318700
2019-09-18,221.05999755859375,222.85000610351562,219.44000244140625,222.77000427246094,222.1031951904297,25340000
2019-09-19,222.00999450683594,223.75999450683594,220.3699951171875,220.9600067138672,220.29861450195312,22060600
2019-09-20,221.3800048828125,222.55999755859375,217.47000122070312,217.72999572753906,217.07826232910156,55413100
2019-09-23,218.9499969482422,219.83999633789062,217.64999389648438,218.72000122070312,218.0653076171875,19165500
2019-09-24,221.02999877929688,222.49000549316406,217.19000244140625,217.67999267578125,217.02841186523438,31190800
2019-09-25,218.5500030517578,221.5,217.13999938964844,221.02999877929688,220.36839294433594,21903400
2019-09-26,220.0,220.94000244140625,218.8300018310547,219.88999938964844,219.2318115234375,18833500
2019-09-27,220.5399932861328,220.9600067138672,217.27999877929688,218.82000732421875,218.16502380371094,25352000
2019-09-30,220.89999389648438,224.5800018310547,220.7899932861328,223.97000122070312,223.29959106445312,25977400
2019-10-01,225.07000732421875,228.22000122070312,224.1999969482422,224.58999633789062,223.91773986816406,34805800
2019-10-02,223.05999755859375,223.5800018310547,217.92999267578125,218.9600067138672,218.30459594726562,34612300
2019-10-03,218.42999267578125,220.9600067138672,215.1300048828125,220.82000732421875,220.15902709960938,28606500
2019-10-04,225.63999938964844,227.49000549316406,223.88999938964844,227.00999450683594,226.3304901123047,34619700
2019-10-07,226.27000427246094,229.92999267578125,225.83999633789062,227.05999755859375,226.38034057617188,30576500
2019-10-08,225.82000732421875,228.05999755859375,224.3300018310547,224.39999389648438,223.72830200195312,27955000
2019-10-09,227.02999877929688,227.7899932861328,225.63999938964844,227.02999877929688,226.35043334960938,18692600
2019-10-10,227.92999267578125,230.44000244140625,227.3000030517578,230.08999633789062,229.40127563476562,28253400
2019-10-11,232.9499969482422,237.63999938964844,232.30999755859375,236.2100067138672,235.50296020507812,41698900
2019-10-14,234.89999389648438,238.1300048828125,234.6699981689453,235.8699951171875,235.16397094726562,24106900
2019-10-15,236.38999938964844,237.64999389648438,234.8800048828125,235.32000732421875,234.61563110351562,21840000
2019-10-16,233.3699951171875,235.24000549316406,233.1999969482422,234.3699951171875,233.66845703125,18475800
2019-10-17,235.08999633789062,236.14999389648438,233.52000427246094,235.27999877929688,234.57574462890625,16896300
2019-10-18,234.58999633789062,237.5800018310547,234.2899932861328,236.41000366210938,235.70236206054688,24358400
2019-10-21,237.52000427246094,240.99000549316406,237.32000732421875,240.50999450683594,239.7900848388672,21811800
2019-10-22,241.16000366210938,242.1999969482422,239.6199951171875,239.9600067138672,239.2417449951172,20573400
2019-10-23,242.10000610351562,243.24000549316406,241.22000122070312,243.17999267578125,242.45208740234375,18957200
2019-10-24,244.50999450683594,244.8000030517578,241.80999755859375,243.5800018310547,242.85089111328125,17318800
2019-10-25,243.16000366210938,246.72999572753906,242.8800048828125,246.5800018310547,245.8419189453125,18369300
2019-10-28,247.4199981689453,249.25,246.72000122070312,249.0500030517578,248.3045196533203,24143200
2019-10-29,248.97000122070312,249.75,242.57000732421875,243.2899932861328,242.56175231933594,35709900
2019-10-30,244.75999450683594,245.3000030517578,241.2100067138672,243.25999450683594,242.53184509277344,31130500
2019-10-31,247.24000549316406,249.1699981689453,237.25999450683594,248.75999450683594,248.015380859375,34790500
2019-11-01,249.5399932861328,255.92999267578125,249.16000366210938,255.82000732421875,255.05426025390625,37781300
2019-11-04,257.3299865722656,257.8500061035156,255.3800048828125,257.5,256.7292175292969,25818000
2019-11-05,257.04998779296875,258.19000244140625,256.32000732421875,257.1300048828125,256.3603515625,19974400
2019-11-06,256.7699890136719,257.489990234375,255.3699951171875,257.239990234375,256.4700012207031,18966100
2019-11-07,258.739990234375,260.3500061035156,258.1099853515625,259.42999267578125,259.42999267578125,23735100
2019-11-08,258.69000244140625,260.44000244140625,256.8500061035156,260.1400146484375,260.1400146484375,17496600
2019-11-11,258.29998779296875,262.4700012207031,258.2799987792969,262.20001220703125,262.20001220703125,20455300
2019-11-12,261.54998779296875,262.7900085449219,260.9200134277344,261.9599914550781,261.9599914550781,21847200
2019-11-13,261.1300048828125,264.7799987792969,261.07000732421875,264.4700012207031,264.4700012207031,25683600
2019-11-14,263.75,264.8800048828125,262.1000061035156,262.6400146484375,262.6400146484375,22295700
2019-11-15,263.67999267578125,265.7799987792969,263.010009765625,265.760009765625,265.760009765625,25051600
2019-11-18,265.79998779296875,267.42999267578125,264.2300109863281,267.1000061035156,267.1000061035156,21675800
2019-11-19,267.8999938964844,268.0,265.3900146484375,266.2900085449219,266.2900085449219,19041800
2019-11-20,265.5400085449219,266.0799865722656,260.3999938964844,263.19000244140625,263.19000244140625,26558600
2019-11-21,263.69000244140625,264.010009765625,261.17999267578125,262.010009765625,262.010009765625,30348800
2019-11-22,262.5899963378906,263.17999267578125,260.8399963378906,261.7799987792969,261.7799987792969,16331300
2019-11-25,262.7099914550781,266.44000244140625,262.5199890136719,266.3699951171875,266.3699951171875,21005100
2019-11-26,266.94000244140625,267.1600036621094,262.5,264.2900085449219,264.2900085449219,26301900
2019-11-27,265.5799865722656,267.9800109863281,265.30999755859375,267.8399963378906,267.8399963378906,16308900
2019-11-29,266.6000061035156,268.0,265.8999938964844,267.25,267.25,11654400
2019-12-02,267.2699890136719,268.25,263.45001220703125,264.1600036621094,264.1600036621094,23621800
2019-12-03,258.30999755859375,259.5299987792969,256.2900085449219,259.45001220703125,259.45001220703125,28607600
2019-12-04,261.07000732421875,263.30999755859375,260.67999267578125,261.739990234375,261.739990234375,16795400
2019-12-05,263.7900085449219,265.8900146484375,262.7300109863281,265.5799865722656,265.5799865722656,18606100
2019-12-06,267.4800109863281,271.0,267.29998779296875,270.7099914550781,270.7099914550781,26518900
2019-12-09,270.0,270.79998779296875,264.9100036621094,266.9200134277344,266.9200134277344,32010600
2019-12-10,268.6000061035156,270.07000732421875,265.8599853515625,268.4800109863281,268.4800109863281,22605100
2019-12-11,268.80999755859375,271.1000061035156,268.5,270.7699890136719,270.7699890136719,19689200
2019-12-12,267.7799987792969,272.55999755859375,267.32000732421875,271.4599914550781,271.4599914550781,34327600
2019-12-13,271.4599914550781,275.29998779296875,270.92999267578125,275.1499938964844,275.1499938964844,33396900
2019-12-16,277.0,280.7900085449219,276.9800109863281,279.8599853515625,279.8599853515625,32046500
2019-12-17,279.57000732421875,281.7699890136719,278.79998779296875,280.4100036621094,280.4100036621094,28539600
2019-12-18,279.79998779296875,281.8999938964844,279.1199951171875,279.739990234375,279.739990234375,29007100
2019-12-19,279.5,281.17999267578125,278.95001220703125,280.0199890136719,280.0199890136719,24592300
2019-12-20,282.2300109863281,282.6499938964844,278.55999755859375,279.44000244140625,279.44000244140625,68994500
